id,providerid,providername,namezh,nameen,pathattributeid,pathattributename,pathattributeename,buildperiod,departurezh,departureen,destinationzh,destinationen,realsequence,distance,gofirstbustime,backfirstbustime,golastbustime,backlastbustime,peakheadway,offpeakheadway,bustimedesc,headwaydesc,holidaygofirstbustime,holidaybackfirstbustime,holidaygolastbustime,holidaybacklastbustime,holidaybustimedesc,holidaypeakheadway,holidayoffpeakheadway,holidayheadwaydesc,segmentbufferzh,segmentbufferen,ticketpricedescriptionzh,ticketpricedescriptionen
16855,16224,國光客運,582,582,157982,582,582,10,五股,Wugu,臺北車站,"Taipei Main Sta.",70,25.4,0610,0610,2200,2200,,,,,0700,0700,2200,2200,,,,,,,一段票,"1 Segment"
17513,16224,國光客運,583,583,158679,583五林路口,"583 Wulin Rd. Entrance",10,五林路口,"Wulin Rd. Entrance",榮總,"Veterans General Hospital",10,61.4,0650,0830,1250,1430,,,,,0650,0830,1250,1430,,,,,,,一段票,"1 Segment"
17513,16224,國光客運,583,583,159229,583榮總,"583 Veterans General Hospital",10,五林路口,"Wulin Rd. Entrance",榮總,"Veterans General Hospital",10,61.4,0650,0830,1250,1430,,,,,0650,0830,1250,1430,,,,,,,一段票,"1 Segment"
16851,16224,國光客運,581,581,159890,581五林路口,"581 Wulin Rd. Entrance",10,五林路口,"Wulin Rd. Entrance",御史路,"Yushi Rd.",38,41.6,0600,0610,2110,2120,,,,,0810,0820,1710,1720,,,,,,,一段票,"1 Segment"
18148,16224,國光客運,582經工業區,"582 Industrial Dist.",159977,582經工業區,"582 Industrial Dist. ",10,五股,Wugu,臺北車站,"Taipei Main Sta.",14,26.8,0710,0710,1840,1840,,,,,0800,0800,2000,2000,,,,,,,一段票,"1 Segment"
19048,16224,國光客運,582經洲子洋,"582 Zhouziyang",161347,582經洲子洋,"582 Zhouziyang",10,五股,Wugu,臺北車站,"Taipei Main Sta.",60,30.8,0605,0605,2135,2135,,,,,0645,0645,2145,2145,,,,,,,一段票,"1 Segment"
16637,16224,國光客運,780,780,157697,780雙溪火車站,"780 Shuangx Rail Sta.",10,雙溪火車站,Shuangxi,盤山坑,Panshankeng,4,27.6,0555,0635,1610,1650,,,,本路線下坑口、外盤山、內盤山三站，目前通訊不良，無法提供準確的預估資訊。,0555,0635,1610,1650,,,,本路線下坑口、外盤山、內盤山三站，目前通訊不良，無法提供準確的預估資訊,柑腳-長源,Ganjiao-Changyuan,二段票,"Charge for 2 sections"
16643,16224,國光客運,782,782,157703,782雙溪火車站,"782 Shuangx Rail Sta.",10,雙溪火車站,Shuangxi,長源,Changyuan,2,16.4,1840,1900,1840,1900,,,,,1840,1900,1840,1900,,,,,,,一段票,"1 segments"
16644,16224,國光客運,781,781,157704,781雙溪火車站,"781 Shuangx Rail Sta.",10,雙溪火車站,Shuangxi,長源,Changyuan,99,99,0745,0530,1945,1755,,,,,0745,0530,1945,1755,,,,,,,一段票,"1 segments"
16637,16224,國光客運,780,780,158915,780內盤山,"780 Neipanshan",10,雙溪火車站,Shuangxi,盤山坑,Panshankeng,4,27.6,0555,0635,1610,1650,,,,本路線下坑口、外盤山、內盤山三站，目前通訊不良，無法提供準確的預估資訊。,0555,0635,1610,1650,,,,本路線下坑口、外盤山、內盤山三站，目前通訊不良，無法提供準確的預估資訊,柑腳-長源,Ganjiao-Changyuan,二段票,"Charge for 2 sections"
16644,16224,國光客運,781,781,158916,781長源,"781 Changyuan",10,雙溪火車站,Shuangxi,長源,Changyuan,99,99,0745,0530,1945,1755,,,,,0745,0530,1945,1755,,,,,,,一段票,"1 segments"
16643,16224,國光客運,782,782,158917,782長源,"782 Changyuan",10,雙溪火車站,Shuangxi,長源,Changyuan,2,16.4,1840,1900,1840,1900,,,,,1840,1900,1840,1900,,,,,,,一段票,"1 segments"
16941,16247,坪林區公所,F721,F721,158068,F721坪林國中至闊瀨,"F721 Pinglin Junior High School-English Wonderland",10,坪林國中,"Pinglin Junior High School",南山寺,"Nanshan Temple",18,99," "," "," "," ",,,,,0800,0900,1600,1700,,,,,,,,
16942,16247,坪林區公所,F722,F722,158069,F722去,"F722 Go",10,坪林國中,"Pinglin Junior High School",九芎根親水公園,"Jiuqionggen Riverside Park",99,99,0800,0900,1600,1700,,,,"請參照簡圖時刻表 平日09:00九芎根發車不經茶業博物館",0800,0900,1600,1700,,,,請參照簡圖時刻表,,,,
16943,16247,坪林區公所,F723,F723,158070,F723去,"F723 GO",10,坪林國中,"Pinglin Junior High School",九芎根親水公園,"Jiuqionggen Riverside Park",99,99,0900,1000,1500,1600,,,,請參照簡圖時刻表,0830,0930,1530,1630,,,,請參照簡圖時刻表,,,,
17623,16247,坪林區公所,F723下石嘈,F723D,158798,F723下石嘈,F723D,10,坪林國中,"Pinglin Junior High School",清雲農場,"Qingyun Farm",99,99,0720,0720,1720,1720,,,,到清雲農場後立即折返,0720,0720,1700,1700,,,,到清雲農場後立即折返,,,,
16941,16247,坪林區公所,F721,F721,159228,F721闊瀨至坪林國中,"F721 English Wonderland-Pinglin Junior High School",10,坪林國中,"Pinglin Junior High School",南山寺,"Nanshan Temple",18,99," "," "," "," ",,,,,0800,0900,1600,1700,,,,,,,,
18042,16247,坪林區公所,F724,F724,159683,F724,F724,10,坪林國中,"Pinglin Junior High School",厚德岡坑,Houdegangkeng,4,99," "," "," "," ",,,,,0900,0900,1600,1600,,,,請參照簡圖時刻表,,,,
16941,16247,坪林區公所,F721,F721,160557,F721坪林國中至南山寺,"F721 Pinglin Junior High School-Nanshan Temple",10,坪林國中,"Pinglin Junior High School",南山寺,"Nanshan Temple",18,99," "," "," "," ",,,,,0800,0900,1600,1700,,,,,,,,
16941,16247,坪林區公所,F721,F721,160558,F721南山寺至坪林國中,"F721 Nanshan Temple-Pinglin Junior High School",10,坪林國中,"Pinglin Junior High School",南山寺,"Nanshan Temple",18,99," "," "," "," ",,,,,0800,0900,1600,1700,,,,,,,,
16942,16247,坪林區公所,F722,F722,162137,F722返,"F722 Back",10,坪林國中,"Pinglin Junior High School",九芎根親水公園,"Jiuqionggen Riverside Park",99,99,0800,0900,1600,1700,,,,"請參照簡圖時刻表 平日09:00九芎根發車不經茶業博物館",0800,0900,1600,1700,,,,請參照簡圖時刻表,,,,
16943,16247,坪林區公所,F723,F723,162138,F723返,"F723 Back",10,坪林國中,"Pinglin Junior High School",九芎根親水公園,"Jiuqionggen Riverside Park",99,99,0900,1000,1500,1600,,,,請參照簡圖時刻表,0830,0930,1530,1630,,,,請參照簡圖時刻表,,,,
19598,16247,坪林區公所,F723上石嘈,F723U,162227,F723上石嘈,F723U,10,坪林國中,"Pinglin Junior High School",關聖宮,"Guansheng Temple",99,99,0800,0800,1630,1630,,,,,0800,0800,1630,1630,,,,,,,,
16642,16190,基隆客運,787,787,159633,787瑞芳至維也納(繞四腳亭農會),"787 Ruifang-Vienna(Sub Sijiaoting Farmers Association)",10,基隆,Keelung,瑞芳,Ruifang,46,38.6,0510,0610,2110,2215,,,,,0515,0615,2115,2215,,,,,四腳亭(大埔路)-四腳亭,"Sijiaoting(Dapu Rd.)-Sijiaoting",二段票,"2 segments"
16642,16190,基隆客運,787,787,159634,787松竹梅至瑞芳(繞四腳亭農會),"787 Songzhumei-Ruifang(Sub Sijiaoting Farmers Association)",10,基隆,Keelung,瑞芳,Ruifang,46,38.6,0510,0610,2110,2215,,,,,0515,0615,2115,2215,,,,,四腳亭(大埔路)-四腳亭,"Sijiaoting(Dapu Rd.)-Sijiaoting",二段票,"2 segments"
16681,16190,基隆客運,787經瑞芳工業區,"787Rueifang Industry Park",159635,787瑞芳至維也納(經瑞芳工業區和繞四腳亭農會),"787 Ruifang-Vienna(Sub Rueifang Industry Park & Sijiaoting Farmers Association)",10,基隆,Keelung,瑞芳,Ruifang,12,40.6,0610,0655,1730,1850,,,,," "," "," "," ",,,,,四腳亭(大埔路)-四腳亭,"Sijiaoting(Dapu Rd.)-Sijiaoting",二段票,"2 segments"
16681,16190,基隆客運,787經瑞芳工業區,"787Rueifang Industry Park",159787,787松竹梅至瑞芳(經瑞芳工業區和繞四腳亭農會),"787 Songzhumei-Ruifang(Sub Rueifang Industry Park & Sijiaoting Farmers Association)",10,基隆,Keelung,瑞芳,Ruifang,12,40.6,0610,0655,1730,1850,,,,," "," "," "," ",,,,,四腳亭(大埔路)-四腳亭,"Sijiaoting(Dapu Rd.)-Sijiaoting",二段票,"2 segments"
16735,16190,基隆客運,藍41,BL41,157840,藍41,BL41,10,員福里,"Yuanfu Village",捷運永安市場站,"MRT Yungan Market Sta.",208,21.5,0545,0630,2300,2335,1015,1530,,,0600,0645,2300,2335,,,,,,,一段票,
17311,16190,基隆客運,藍41延和,"BL41 Yanhe",158451,藍41延和,"BL41 Yanhan",10,員福里,"Yuanfu Village",捷運永安市場站,"MRT Yungan Market Sta.",99,22.3,0600,0600,2230,2230,,,,,0635,0635,2220,2220,,,,,,,一段票,
16552,16190,基隆客運,856(台灣好行-黃金福隆線),856,157587,856區民廣場,"856 Resident Square",10,瑞芳,Ruifang,馬崗(三貂角燈塔),"Magang(Sandiao Cape Lighthouse)",16,82.2,0900,1025,1510,1625,,,,,0900,1025,1510,1625,,,,,水湳洞,Shueinandong,兩段票,"2 segments"
16682,16190,基隆客運,791,791,157746,791國家新城,"791 National Park",10,基隆,Keelung,福隆,Fulong,34,86.4,0430,0550,2120,2250,,,,,0500,0630,2120,2250,,,,,二信分社、瑞濱、南雅南新宮、和美,"Fish Market、Ruibin、Nanyananxin Tample、Hemei",五段票,"5 segments"
16739,16190,基隆客運,789,789,157844,789國家新城,"789National Park",10,國家新城,"Guojia New Village",崁腳,Kanjiao,4,53.3,0505,0600,1615,1715,,,,,0600,0700,1450,1600,,,,,武嶺街口-基隆市界(基金三路)，北基新城,"Wuling St.-Keelung City Line, Beiji Xincheng",三段票,"3 segments"
17528,16190,基隆客運,862,862,158696,862基隆轉運站,"862 Keelung Transit Station",10,基隆,Keelung,淡水,Tamsui,30,120.8,0600,0550,2000,2030,,,,,0600,0550,2000,2030,,,,,武聖街口-基隆市界(基金三路)、野柳-港西、金山-金山區公所、跳石-草里、石門洞-石門、薪水居易-三芝、灰瑤子-興化店,"Wusheng St.,Entrance-Keelung City Line,Yeliu-Gangxi,Jinshan-Jinshan District,Tiaoshi-Caoli,Shimen Arch-Shimen,Xinshui Juyi-Sanzhi,Huiyaozi-Xinghuadian",八段票,"8 segments"
17528,16190,基隆客運,862,862,158697,862捷運淡水站,"862 MRT Tamsui Station",10,基隆,Keelung,淡水,Tamsui,30,120.8,0600,0550,2000,2030,,,,,0600,0550,2000,2030,,,,,武聖街口-基隆市界(基金三路)、野柳-港西、金山-金山區公所、跳石-草里、石門洞-石門、薪水居易-三芝、灰瑤子-興化店,"Wusheng St.,Entrance-Keelung City Line,Yeliu-Gangxi,Jinshan-Jinshan District,Tiaoshi-Caoli,Shimen Arch-Shimen,Xinshui Juyi-Sanzhi,Huiyaozi-Xinghuadian",八段票,"8 segments"
17692,16190,基隆客運,791繞貢寮,791Gongliao,158874,791繞貢寮國家新城,"791 National Park",10,基隆,Keelung,福隆,Fulong,14,96.6,0500,0710,1510,1930,,,,,0540,0725,1500,1700,,,,,二信分社、瑞濱、南雅南新宮、和美,"Fish Market、Ruibin、Nanyananxin Tample、Hemei",五段票,"5 segments"
17718,16190,基隆客運,791經貢寮區衛生,791Health,158901,791經貢寮區衛生國家新城,"791 National Park",10,基隆,Keelung,福隆,Fulong,5,87.6,0610,1035,0955,1145,,,,," "," "," "," ",,,,,二信分社、瑞濱、南雅南新宮、和美,"Fish Market、Ruibin、Nanyananxin Tample、Hemei",五段票,"5 segments"
16682,16190,基隆客運,791,791,158906,791福隆,"791 Fulong",10,基隆,Keelung,福隆,Fulong,34,86.4,0430,0550,2120,2250,,,,,0500,0630,2120,2250,,,,,二信分社、瑞濱、南雅南新宮、和美,"Fish Market、Ruibin、Nanyananxin Tample、Hemei",五段票,"5 segments"
16739,16190,基隆客運,789,789,158920,789崁腳,789Kanjiao,10,國家新城,"Guojia New Village",崁腳,Kanjiao,4,53.3,0505,0600,1615,1715,,,,,0600,0700,1450,1600,,,,,武嶺街口-基隆市界(基金三路)，北基新城,"Wuling St.-Keelung City Line, Beiji Xincheng",三段票,"3 segments"
16552,16190,基隆客運,856(台灣好行-黃金福隆線),856,158926,856馬崗(三貂角燈塔),"856 Magang(Sandiao Cape Lighthouse)",10,瑞芳,Ruifang,馬崗(三貂角燈塔),"Magang(Sandiao Cape Lighthouse)",16,82.2,0900,1025,1510,1625,,,,,0900,1025,1510,1625,,,,,水湳洞,Shueinandong,兩段票,"2 segments"
17718,16190,基隆客運,791經貢寮區衛生,791Health,159190,791經貢寮區衛生福隆,"791 Fulong",10,基隆,Keelung,福隆,Fulong,5,87.6,0610,1035,0955,1145,,,,," "," "," "," ",,,,,二信分社、瑞濱、南雅南新宮、和美,"Fish Market、Ruibin、Nanyananxin Tample、Hemei",五段票,"5 segments"
17692,16190,基隆客運,791繞貢寮,791Gongliao,159191,791繞貢寮福隆,"791 Fulong",10,基隆,Keelung,福隆,Fulong,14,96.6,0500,0710,1510,1930,,,,,0540,0725,1500,1700,,,,,二信分社、瑞濱、南雅南新宮、和美,"Fish Market、Ruibin、Nanyananxin Tample、Hemei",五段票,"5 segments"
17865,16190,基隆客運,789區,789Shuttle,159262,789區基隆轉運站,"789Shuttle Keelung Bus Station",10,基隆車站,"Keelung Rail Station",北基新城,"Beiji Xincheng",11,51.4,0540,0630,2200,2230,,,,,0540,0620,2200,2230,,,,,武嶺街口-基隆市界(基金三路),"Wuling St.-Keelung City Line",二段票,"2 segments"
17865,16190,基隆客運,789區,789Shuttle,159263,789區北基新城,"789Shuttle	Beiji Xincheng",10,基隆車站,"Keelung Rail Station",北基新城,"Beiji Xincheng",11,51.4,0540,0630,2200,2230,,,,,0540,0620,2200,2230,,,,,武嶺街口-基隆市界(基金三路),"Wuling St.-Keelung City Line",二段票,"2 segments"
17994,16190,基隆客運,萬里-內湖科技園區,Wanli-Neihu,159589,萬里-內湖科技園區去,"Wanli-Neihu Go",10,萬里橋頭,"Wanli Bridge",基湖路口,"Jihu Rd. Entrance",15,61.8,0600,1700,0840,1930,,,,," "," "," "," ",,,,,情人湖路口、國道1號、成功交流道,"Qingren Lake Intersection、National Highway No. 1、Interchange",四段票,"4 segment"
17994,16190,基隆客運,萬里-內湖科技園區,Wanli-Neihu,159590,萬里-內湖科技園區返,"Wanli-Neihu Back",10,萬里橋頭,"Wanli Bridge",基湖路口,"Jihu Rd. Entrance",15,61.8,0600,1700,0840,1930,,,,," "," "," "," ",,,,,情人湖路口、國道1號、成功交流道,"Qingren Lake Intersection、National Highway No. 1、Interchange",四段票,"4 segment"
17528,16190,基隆客運,862,862,159988,862寵物公車基隆轉運站,"862PET Keelung Transit Station",10,基隆,Keelung,淡水,Tamsui,30,120.8,0600,0550,2000,2030,,,,,0600,0550,2000,2030,,,,,武聖街口-基隆市界(基金三路)、野柳-港西、金山-金山區公所、跳石-草里、石門洞-石門、薪水居易-三芝、灰瑤子-興化店,"Wusheng St.,Entrance-Keelung City Line,Yeliu-Gangxi,Jinshan-Jinshan District,Tiaoshi-Caoli,Shimen Arch-Shimen,Xinshui Juyi-Sanzhi,Huiyaozi-Xinghuadian",八段票,"8 segments"
17528,16190,基隆客運,862,862,159989,862寵物公車捷運淡水站,"862PET MRT Tamsui Station",10,基隆,Keelung,淡水,Tamsui,30,120.8,0600,0550,2000,2030,,,,,0600,0550,2000,2030,,,,,武聖街口-基隆市界(基金三路)、野柳-港西、金山-金山區公所、跳石-草里、石門洞-石門、薪水居易-三芝、灰瑤子-興化店,"Wusheng St.,Entrance-Keelung City Line,Yeliu-Gangxi,Jinshan-Jinshan District,Tiaoshi-Caoli,Shimen Arch-Shimen,Xinshui Juyi-Sanzhi,Huiyaozi-Xinghuadian",八段票,"8 segments"
19208,16190,基隆客運,791區,791Shuttle,161547,791區國家新城,"789Shuttle Guojia New Village",10,基隆,Keelung,瑞芳,Ruifang,16,45.8,0520,0620,1940,2050,,,,,0600,0700,1940,2050,,,,,二信分社-八斗子、八斗子火車站-瑞濱,"The Second Credit Cooperative of Keelung Branch-Badouzi、Badouzi Rail Sta.-Ruibin",三段票,"3 segments"
19208,16190,基隆客運,791區,791Shuttle,161548,791區區民廣場,"791Shuttle	Resident Square",10,基隆,Keelung,瑞芳,Ruifang,16,45.8,0520,0620,1940,2050,,,,,0600,0700,1940,2050,,,,,二信分社-八斗子、八斗子火車站-瑞濱,"The Second Credit Cooperative of Keelung Branch-Badouzi、Badouzi Rail Sta.-Ruibin",三段票,"3 segments"
17865,16190,基隆客運,789區,789Shuttle,161927,789區延圳頭去,"789 Shuttle Sub Go",10,基隆車站,"Keelung Rail Station",北基新城,"Beiji Xincheng",11,51.4,0540,0630,2200,2230,,,,,0540,0620,2200,2230,,,,,武嶺街口-基隆市界(基金三路),"Wuling St.-Keelung City Line",二段票,"2 segments"
17865,16190,基隆客運,789區,789Shuttle,161928,789區延圳頭返,"789 Shuttle Sub Back",10,基隆車站,"Keelung Rail Station",北基新城,"Beiji Xincheng",11,51.4,0540,0630,2200,2230,,,,,0540,0620,2200,2230,,,,,武嶺街口-基隆市界(基金三路),"Wuling St.-Keelung City Line",二段票,"2 segments"
16547,16190,基隆客運,808,808,157582,808區民廣場,"808 Resident Square",10,瑞芳,Ruifang,猴硐,HouTong,38,14.8,0600,0620,2130,2150,,,,,0600,0620,2130,2150,,,,,,,一段票,
16548,16190,基隆客運,827,827,157583,827區民廣場,"827 Resident Square",10,瑞芳,Ruifang,福山宮,"Fushan Temple",6,12.8,0740,0810,1700,1730,,,,,0810,0835,1110,1135,,,,,,,一段票,"1 segments"
16551,16190,基隆客運,825,825,157586,825基隆客運瑞芳站,"825 Keelung Bus Ruifang Sta.",10,瑞芳,Ruifang,金瓜石,Jinguashi,2,19,0930,1820,0930,1820,,,,,0930,1810,0930,1810,,,,,,,一段票,"1 segments"
16554,16190,基隆客運,826,826,157589,826猴硐遊客中心,"826 Monkey Cave Visitor Center",10,猴硐,Houtong,水湳洞,Shuinandong,12,22.8," "," "," "," ",,,,,0840,0920,1650,1730,,,,,,,一段票,"1 segments"
16565,16190,基隆客運,886,886,157601,886瑞芳,886Ruifang,10,瑞芳,Ruifang,和美國小,"Hemei Elementary School",16,36,0535,0600,1600,1630,,,,,0625,0650,1140,1220,,,,,陰陽海,"Yin Yang Sea",二段票,"Charge for 2 sections"
16580,16190,基隆客運,891,891,157622,891,891,10,金瓜石(黃金博物館),"Jinguashih(Gold Ecological Park)",金瓜石(黃金博物館),"Jinguashih(Gold Ecological Park)",7,12.2,1000,1000,1700,1700,,,,,1000,1000,1700,1700,,,,,,,一段票,"1 segments"
16641,16190,基隆客運,788,788,157701,788去水湳洞,"788 Go Shuinan Dong",10,基隆,Keelung,水湳洞,Shueinandong,120,49.1,0500,0500,2230,2200,,,,,0500,0500,2230,2200,,,,,三坑口-新北市界(瑞芳區),"Sankengkou-NewTapiei City Line (Ruifang Dist.)",二段票,"Charge for 2 sections"
16734,16190,基隆客運,846,846,157839,846基隆客運瑞芳站,"846 Keelung Bus Ruifang Sta.",10,瑞芳,Ruifang,平溪,Pingsi,8,58.4,0545,0700,1715,1830,,,,,0915,1050,1515,1650,,,,,八分寮頂-李家祖厝,Bafenliaoding-Lijiiazucuo,二段票,"Charge for 2 sections"
17501,16190,基隆客運,788海科館,"788 Marine Science Museum",158664,788去海科館,"788 Go Marine Science Museum ",10,基隆,Keelung,金瓜石,Jinguashih,28,53.5,0710,0900,1630,1600,,,,,0830,1000,1630,1800,,,,,新北市界(瑞芳區),"NewTapiei City Line (Ruifang Dist.)",二段票,"Charge for 2 sections"
16551,16190,基隆客運,825,825,158924,825金瓜石(黃金博物館),"825 Jinguashih(Gold Ecological Park)",10,瑞芳,Ruifang,金瓜石,Jinguashi,2,19,0930,1820,0930,1820,,,,,0930,1810,0930,1810,,,,,,,一段票,"1 segments"
16734,16190,基隆客運,846,846,158925,846平溪國中,"846 Pingxi Junior High School",10,瑞芳,Ruifang,平溪,Pingsi,8,58.4,0545,0700,1715,1830,,,,,0915,1050,1515,1650,,,,,八分寮頂-李家祖厝,Bafenliaoding-Lijiiazucuo,二段票,"Charge for 2 sections"
16554,16190,基隆客運,826,826,158949,826水湳洞,"826 Shuinan Dong",10,猴硐,Houtong,水湳洞,Shuinandong,12,22.8," "," "," "," ",,,,,0840,0920,1650,1730,,,,,,,一段票,"1 segments"
16547,16190,基隆客運,808,808,159111,808猴硐活動中心,"808 HouTong Activity Center",10,瑞芳,Ruifang,猴硐,HouTong,38,14.8,0600,0620,2130,2150,,,,,0600,0620,2130,2150,,,,,,,一段票,
16565,16190,基隆客運,886,886,159117,886和美國小,"886Hemei Elementary School",10,瑞芳,Ruifang,和美國小,"Hemei Elementary School",16,36,0535,0600,1600,1630,,,,,0625,0650,1140,1220,,,,,陰陽海,"Yin Yang Sea",二段票,"Charge for 2 sections"
16548,16190,基隆客運,827,827,159179,827福山宮,"827 Fushan Temple",10,瑞芳,Ruifang,福山宮,"Fushan Temple",6,12.8,0740,0810,1700,1730,,,,,0810,0835,1110,1135,,,,,,,一段票,"1 segments"
17824,16190,基隆客運,886區,886Shuttle,159184,886區瑞芳,"886 Shuttle Ruifang Rail Sta.",10,瑞芳,Ruifang,水湳洞遊客中心,"Shuinandong Visitor Center",1,19.4,0835,0855,1730,1745,,,,,0835,0855,0835,0855,,,,,,,一段票,
17824,16190,基隆客運,886區,886Shuttle,159185,886區水湳洞遊客中心,"886 Shuttle Shuinandong Visitor Center",10,瑞芳,Ruifang,水湳洞遊客中心,"Shuinandong Visitor Center",1,19.4,0835,0855,1730,1745,,,,,0835,0855,0835,0855,,,,,,,一段票,
16565,16190,基隆客運,886,886,159187,886繞水湳洞遊客中心瑞芳,886,10,瑞芳,Ruifang,和美國小,"Hemei Elementary School",16,36,0535,0600,1600,1630,,,,,0625,0650,1140,1220,,,,,陰陽海,"Yin Yang Sea",二段票,"Charge for 2 sections"
16565,16190,基隆客運,886,886,159188,886繞水湳洞遊客中心和美國小,886,10,瑞芳,Ruifang,和美國小,"Hemei Elementary School",16,36,0535,0600,1600,1630,,,,,0625,0650,1140,1220,,,,,陰陽海,"Yin Yang Sea",二段票,"Charge for 2 sections"
17903,16190,基隆客運,瑞芳-松山車站(基客),"Ruifang-Songshan Station",159362,瑞芳-松山車站(基客)去,"RF-SS(KL) GO",10,瑞芳,Ruifang,松山車站,"Songshan Station",16,60,0600,0720,1820,2020,,,,," "," "," "," ",,,,,四腳亭、國道1號、八堵交流道、內湖交流道,"Sijiaoting、National Freeway No. 1、Badu Interchange、Neihu Interchange",四段票,"4 segment"
17903,16190,基隆客運,瑞芳-松山車站(基客),"Ruifang-Songshan Station",159363,瑞芳-松山車站(基客)返,"RF-SS(KL) BACK",10,瑞芳,Ruifang,松山車站,"Songshan Station",16,60,0600,0720,1820,2020,,,,," "," "," "," ",,,,,四腳亭、國道1號、八堵交流道、內湖交流道,"Sijiaoting、National Freeway No. 1、Badu Interchange、Neihu Interchange",四段票,"4 segment"
17911,16190,基隆客運,瑞芳-內科(基客),Ruifang-Nèikē,159373,瑞芳-內科(基客)去,"Ruifang-Nèikē Go",10,瑞芳,Ruifang,內科,"Neihu Tech. Park",3,64,0640,1830,1720,1830,,,,," "," "," "," ",,,,,八堵交流道、國道1號、內湖交流道,"Badu Interchange、National Freeway No. 1、Neihu Interchange",四段票,"4 segment"
17911,16190,基隆客運,瑞芳-內科(基客),Ruifang-Nèikē,159374,瑞芳-內科(基客)返,"Ruifang-Nèikē Back",10,瑞芳,Ruifang,內科,"Neihu Tech. Park",3,64,0640,1830,1720,1830,,,,," "," "," "," ",,,,,八堵交流道、國道1號、內湖交流道,"Badu Interchange、National Freeway No. 1、Neihu Interchange",四段票,"4 segment"
18098,16190,基隆客運,788區,788Shuttle,159757,788區基隆轉運站,"788 Shuttle Keelung Transit Station",10,基隆,Keelung,瑞芳,Ruifang,58,25.4,0620,0620,1830,1745,,,,,1230,0950,1700,1620,,,,,三坑口-新北市界(瑞芳區),"Sankengkou-NewTapiei City Line (Ruifang Dist.)",二段票,"2 segments"
18098,16190,基隆客運,788區,788Shuttle,159758,788區瑞芳火車站,"788 Shuttle Ruifang Rail Sta.",10,基隆,Keelung,瑞芳,Ruifang,58,25.4,0620,0620,1830,1745,,,,,1230,0950,1700,1620,,,,,三坑口-新北市界(瑞芳區),"Sankengkou-NewTapiei City Line (Ruifang Dist.)",二段票,"2 segments"
17501,16190,基隆客運,788海科館,"788 Marine Science Museum",160827,788返海科館,"788 Back Marine Science Museum ",10,基隆,Keelung,金瓜石,Jinguashih,28,53.5,0710,0900,1630,1600,,,,,0830,1000,1630,1800,,,,,新北市界(瑞芳區),"NewTapiei City Line (Ruifang Dist.)",二段票,"Charge for 2 sections"
16641,16190,基隆客運,788,788,160828,788返水湳洞,"788 Back Shuinan Dong",10,基隆,Keelung,水湳洞,Shueinandong,120,49.1,0500,0500,2230,2200,,,,,0500,0500,2230,2200,,,,,三坑口-新北市界(瑞芳區),"Sankengkou-NewTapiei City Line (Ruifang Dist.)",二段票,"Charge for 2 sections"
16641,16190,基隆客運,788,788,160829,788基隆轉運站,"788 Keelung Transit Station",10,基隆,Keelung,水湳洞,Shueinandong,120,49.1,0500,0500,2230,2200,,,,,0500,0500,2230,2200,,,,,三坑口-新北市界(瑞芳區),"Sankengkou-NewTapiei City Line (Ruifang Dist.)",二段票,"Charge for 2 sections"
16641,16190,基隆客運,788,788,160830,788金瓜石(黃金博物館),"788 Jinguashih(Gold Ecological Park)",10,基隆,Keelung,水湳洞,Shueinandong,120,49.1,0500,0500,2230,2200,,,,,0500,0500,2230,2200,,,,,三坑口-新北市界(瑞芳區),"Sankengkou-NewTapiei City Line (Ruifang Dist.)",二段票,"Charge for 2 sections"
18779,16190,基隆客運,瑞芳-南港,Ruifang-Nangang,160857,瑞芳-南港去,"Ruifang-Nangang Go",10,瑞芳,Ruifang,南港,Nangang,4,66.6,0640,0750,1700,1810,,,,," "," "," "," ",,,,,瑞濱,Ruibin,六段票,"6 Segments"
18779,16190,基隆客運,瑞芳-南港,Ruifang-Nangang,160858,瑞芳-南港返,"Ruifang-Nangang Back",10,瑞芳,Ruifang,南港,Nangang,4,66.6,0640,0750,1700,1810,,,,," "," "," "," ",,,,,瑞濱,Ruibin,六段票,"6 Segments"
16565,16190,基隆客運,886,886,161217,886繞威遠廟瑞芳,886,10,瑞芳,Ruifang,和美國小,"Hemei Elementary School",16,36,0535,0600,1600,1630,,,,,0625,0650,1140,1220,,,,,陰陽海,"Yin Yang Sea",二段票,"Charge for 2 sections"
19078,16190,基隆客運,瑞芳(經東碇路)-松山車站,"Ruifang(Via Dongding Rd.)-Songshan Station",161377,瑞芳(經東碇路)-松山車站去," Ruifang(Via Dongding Rd.)-Songshan Station Go",10,瑞芳,Ruifang,松山車站,"Songshan Station",4,70.1,0615,1730,0800,1925,,,,," "," "," "," ",,,,,四腳亭,Sijiaoting,五段票,"5 segments"
19078,16190,基隆客運,瑞芳(經東碇路)-松山車站,"Ruifang(Via Dongding Rd.)-Songshan Station",161378,瑞芳(經東碇路)-松山車站返,"Ruifang(Via Dongding Rd.)-Songshan Station Back",10,瑞芳,Ruifang,松山車站,"Songshan Station",4,70.1,0615,1730,0800,1925,,,,," "," "," "," ",,,,,四腳亭,Sijiaoting,五段票,"5 segments"
